,Player,Team,Season,cluster,score,zscore,rank,RANK
6148,Fred Hoiberg,Pacers,1997-1998,9,-29.20740965,-0.871852406687,581.0,23.0
6240,Kevin Edwards,"Nets, Magic",1997-1998,9,-33.4719040924,-0.959429866542,602.0,26.0
6729,David Wingate,SuperSonics,1997-1998,9,-45.7902120993,-1.21240384494,665.0,28.0
192,Shareef Abdur-Rahim,Grizzlies,1998-1999,9,73.7385375847,1.24228906611,85.0,4.0
672,Glenn Robinson,Bucks,1998-1999,9,63.3897670618,1.02976234172,121.0,6.0
689,Vince Carter,Raptors,1998-1999,9,67.4804762434,1.11377087402,104.0,5.0
995,Paul Pierce,Celtics,1998-1999,9,98.8321327043,1.75762173892,31.0,1.0
1019,Clifford Robinson,Suns,1998-1999,9,97.5616332868,1.73153022603,36.0,2.0
1293,Nick Anderson,Magic,1998-1999,9,74.0664469062,1.24902315049,83.0,3.0
1549,Isaiah Rider,Trail Blazers,1998-1999,9,11.8155491868,-0.0293875895358,360.0,11.0
2102,Larry Johnson,Knicks,1998-1999,9,34.9260041834,0.445218479726,248.0,10.0
2391,Ron Harper,Bulls,1998-1999,9,56.9572467903,0.897661387327,150.0,7.0
3168,Walt Williams,Trail Blazers,1998-1999,9,36.1649399965,0.470661789104,244.0,9.0
3175,Tariq Abdul-Wahad,Kings,1998-1999,9,-7.0146197236,-0.416091895072,456.0,15.0
3274,Cedric Henderson,Cavaliers,1998-1999,9,3.85971515759,-0.192771958941,406.0,13.0
3541,Chucky Brown,Hornets,1998-1999,9,6.52480689758,-0.13804050882,396.0,12.0
3640,George Lynch,76ers,1998-1999,9,54.0594024043,0.838150030514,159.0,8.0
3679,Dirk Nowitzki,Mavericks,1998-1999,9,-28.3160322282,-0.853546703298,575.0,23.0
3690,Matt Harpring,Magic,1998-1999,9,-1.64831524637,-0.305887198766,427.0,14.0
3919,Calbert Cheaney,Wizards,1998-1999,9,-15.7025450088,-0.59451079986,501.0,16.0
4038,Tyrone Corbin,Hawks,1998-1999,9,-25.2997764613,-0.791603600332,552.0,21.0
4090,Rodney Rogers,Clippers,1998-1999,9,-22.3808497181,-0.731659287325,536.0,18.0
4226,Tim Thomas,"76ers, Bucks",1998-1999,9,-37.786924148,-1.04804494174,623.0,27.0
4614,Tracy Murray,Wizards,1998-1999,9,-21.7249318562,-0.718189080951,531.0,17.0
4870,Johnny Newman,Cavaliers,1998-1999,9,-26.294372965,-0.812029054405,555.0,22.0
5117,Walter McCarty,Celtics,1998-1999,9,-28.572447627,-0.858812558276,579.0,24.0
5183,Pat Garrity,Suns,1998-1999,9,-37.2820393875,-1.03767641496,621.0,26.0
5313,Chris Carr,"Timberwolves, Nets",1998-1999,9,-52.9069020753,-1.35855519749,690.0,31.0
5542,Sam Perkins,Pacers,1998-1999,9,-24.7036266478,-0.779360815855,548.0,20.0
5601,Michael Curry,Bucks,1998-1999,9,-41.0991908847,-1.11606705106,646.0,28.0
5608,Greg Minor,Celtics,1998-1999,9,-30.6867861738,-0.902233508098,589.0,25.0
6042,Chris Morris,Suns,1998-1999,9,-55.8327547364,-1.41864174407,706.0,32.0
6360,Pete Chilcutt,Grizzlies,1998-1999,9,-23.2715483874,-0.749951051568,540.0,19.0
6605,Harvey Grant,76ers,1998-1999,9,-47.6557704039,-1.25071573859,675.0,30.0
6712,Matt Bullard,Rockets,1998-1999,9,-47.05534457,-1.23838513995,672.0,29.0
359,Glenn Robinson,Bucks,1999-2000,9,80.6723077193,1.3846838995,66.0,2.0
408,Antoine Walker,Celtics,1999-2000,9,78.4137723319,1.33830166242,69.0,3.0
663,Clifford Robinson,Suns,1999-2000,9,103.754916821,1.85871811369,25.0,1.0
1106,Lamond Murray,Cavaliers,1999-2000,9,45.0109440231,0.652327065721,207.0,6.0
2170,Tim Thomas,Bucks,1999-2000,9,17.8142918142,0.0938051238634,332.0,11.0
2246,Ruben Patterson,SuperSonics,1999-2000,9,33.3378819332,0.412604130126,257.0,8.0
2305,Tariq Abdul-Wahad,"Magic, Nuggets",1999-2000,9,-10.3909086471,-0.485428791075,470.0,14.0
2341,Malik Sealy,Timberwolves,1999-2000,9,29.3375967447,0.330452583153,277.0,9.0
2504,Walt Williams,Rockets,1999-2000,9,40.0147909705,0.549723955482,229.0,7.0
2521,Nick Anderson,Kings,1999-2000,9,62.1756996598,1.00482974054,125.0,5.0
2645,John Amaechi,Magic,1999-2000,9,-39.8323061605,-1.09004977104,639.0,16.0
2758,Tracy Murray,Wizards,1999-2000,9,27.8847659911,0.300616636894,285.0,10.0
2993,George Lynch,76ers,1999-2000,9,64.8840250822,1.06044905583,113.0,4.0
4196,Eric Williams,Celtics,1999-2000,9,-28.4597615659,-0.85649838971,577.0,15.0
4523,Sam Perkins,Pacers,1999-2000,9,11.8831371823,-0.0279995739004,358.0,12.0
4572,Al Harrington,Pacers,1999-2000,9,-51.7274304128,-1.33433306903,685.0,19.0
5230,Cedric Henderson,Cavaliers,1999-2000,9,-46.1166162659,-1.21910701883,668.0,18.0
5853,Derrick McKey,Pacers,1999-2000,9,0.154577369808,-0.268862234178,418.0,13.0
5959,Rodney Buford,Heat,1999-2000,9,-65.7224979866,-1.62174169042,723.0,20.0
6294,Walter McCarty,Celtics,1999-2000,9,-41.660990153,-1.12760439823,649.0,17.0
65,Tracy McGrady,Magic,2000-2001,9,127.76771859,2.35185515756,9.0,1.0
261,Glenn Robinson,Bucks,2000-2001,9,80.8524914197,1.3883842281,65.0,3.0
453,Jamal Mashburn,Hornets,2000-2001,9,94.6959678205,1.67267970911,44.0,2.0
1011,Clifford Robinson,Suns,2000-2001,9,78.2303818791,1.33453547859,70.0,4.0
1783,Ruben Patterson,SuperSonics,2000-2001,9,16.0373429289,0.0573129506954,341.0,12.0
1839,Lamond Murray,Cavaliers,2000-2001,9,15.9467939359,0.0554533983128,342.0,13.0
1913,Tim Thomas,Bucks,2000-2001,9,57.5259372958,0.90934025585,145.0,7.0
2095,Glen Rice,Knicks,2000-2001,9,25.8443412235,0.258713611674,291.0,9.0
2114,Bryon Russell,Jazz,2000-2001,9,67.3991352772,1.11210042157,105.0,5.0
2134,Mike Miller,Magic,2000-2001,9,63.6444666648,1.03499296039,120.0,6.0
2420,Matt Harpring,Cavaliers,2000-2001,9,6.53368389456,-0.137858207059,395.0,16.0
2765,Austin Croshere,Pacers,2000-2001,9,6.86142931386,-0.131127488637,392.0,15.0
2842,Corey Maggette,Clippers,2000-2001,9,-27.8104179757,-0.843163195358,570.0,20.0
2868,Larry Johnson,Knicks,2000-2001,9,6.33782919065,-0.141880362017,397.0,17.0
3600,George Lynch,76ers,2000-2001,9,40.8490415952,0.566856478827,225.0,8.0
3620,Walt Williams,Rockets,2000-2001,9,16.645928524,0.0698111216368,340.0,11.0
3704,James Posey,Nuggets,2000-2001,9,24.4234940685,0.229534494113,303.0,10.0
3725,Quentin Richardson,Clippers,2000-2001,9,-26.9471932739,-0.825435648122,560.0,19.0
4072,Eddie Robinson,Hornets,2000-2001,9,7.12713448708,-0.125670854925,391.0,14.0
4238,Wesley Person,Cavaliers,2000-2001,9,-28.0219992163,-0.84750831712,571.0,21.0
4443,Chris Crawford,Hawks,2000-2001,9,-47.0213318959,-1.2376866413,671.0,30.0
4586,Cedric Ceballos,"Pistons, Heat",2000-2001,9,-40.1882719896,-1.09736003572,641.0,27.0
4910,Grant Long,Grizzlies,2000-2001,9,-13.194341957,-0.543001282133,490.0,18.0
5337,Rodney Buford,76ers,2000-2001,9,-42.4382895677,-1.14356734746,653.0,29.0
5451,DerMarr Johnson,Hawks,2000-2001,9,-36.5018383644,-1.02165387707,615.0,23.0
5487,Tracy Murray,"Nuggets, Raptors",2000-2001,9,-39.3562416619,-1.08027310933,635.0,25.0
5725,Jumaine Jones,76ers,2000-2001,9,-28.2053941262,-0.851274592485,574.0,22.0
5992,Todd Day,Timberwolves,2000-2001,9,-40.6692942636,-1.1072385124,644.0,28.0
6396,Quincy Lewis,Jazz,2000-2001,9,-38.0578872105,-1.05360955369,625.0,24.0
6425,Sam Mitchell,Timberwolves,2000-2001,9,-55.2601290242,-1.40688206048,701.0,32.0
6491,Ryan Bowen,Nuggets,2000-2001,9,-39.450196241,-1.08220260027,637.0,26.0
6860,Derrick McKey,Pacers,2000-2001,9,-49.1597727226,-1.28160256573,680.0,31.0
233,Karl Malone,Jazz,2001-2002,9,123.692093419,2.26815639688,17.0,1.0
380,Glenn Robinson,Bucks,2001-2002,9,72.4190671427,1.21519186356,88.0,7.0
494,Antawn Jamison,Warriors,2001-2002,9,62.0354530452,1.0019495768,126.0,9.0
903,Bonzi Wells,Trail Blazers,2001-2002,9,77.6469407294,1.32255368461,71.0,6.0
925,Rashard Lewis,SuperSonics,2001-2002,9,109.343409451,1.9734857598,22.0,2.0
978,Lamond Murray,Cavaliers,2001-2002,9,66.7718815647,1.09921887428,110.0,8.0
1365,Clifford Robinson,Pistons,2001-2002,9,86.808501366,1.51069936511,59.0,4.0
1403,Shane Battier,Grizzlies,2001-2002,9,89.7898975928,1.57192657783,51.0,3.0
1952,Desmond Mason,SuperSonics,2001-2002,9,19.9381567062,0.137421710736,325.0,16.0
2199,Tim Thomas,Bucks,2001-2002,9,38.6157309924,0.520992268591,235.0,13.0
2319,Corey Maggette,Clippers,2001-2002,9,4.06892732153,-0.188475489539,405.0,23.0
2442,Pat Garrity,Magic,2001-2002,9,81.498855998,1.40165824421,64.0,5.0
2554,Andrei Kirilenko,Jazz,2001-2002,9,54.8125945032,0.853617901724,158.0,10.0
2561,James Posey,Nuggets,2001-2002,9,42.9859253489,0.610740426547,216.0,12.0
2776,Hedo Turkoglu,Kings,2001-2002,9,16.8859650997,0.0747406141841,337.0,17.0
2991,Bryon Russell,Jazz,2001-2002,9,43.4347983594,0.619958672363,212.0,11.0
3122,Richard Jefferson,Nets,2001-2002,9,-5.22832817405,-0.379407857003,448.0,24.0
3124,Rodney Buford,Grizzlies,2001-2002,9,-18.1687741577,-0.64515832378,512.0,27.0
3126,Walt Williams,Rockets,2001-2002,9,11.8235208787,-0.0292238795031,359.0,21.0
3606,DerMarr Johnson,Hawks,2001-2002,9,16.8136185073,0.0732548739921,338.0,18.0
3634,Jumaine Jones,Cavaliers,2001-2002,9,26.6670169398,0.275608427811,287.0,14.0
3732,Ira Newble,Hawks,2001-2002,9,12.0133010316,-0.0253264740886,357.0,20.0
3831,Rick Fox,Lakers,2001-2002,9,23.7769438922,0.216256666488,307.0,15.0
4064,Jonathan Bender,Pacers,2001-2002,9,-13.547386322,-0.550251550395,493.0,25.0
4085,Chris Mills,Warriors,2001-2002,9,-44.780107676,-1.19165991368,661.0,35.0
4273,Devean George,Lakers,2001-2002,9,9.56952669616,-0.0755128564725,374.0,22.0
4432,Austin Croshere,Pacers,2001-2002,9,-19.2263046746,-0.666876217342,520.0,29.0
4494,Vladimir Radmanovic,SuperSonics,2001-2002,9,12.7005679545,-0.0112124701514,352.0,19.0
4708,Tyrone Nesby,Wizards,2001-2002,9,-14.3424356618,-0.566579019589,497.0,26.0
4716,Grant Long,Grizzlies,2001-2002,9,-22.3747551095,-0.731534125868,535.0,30.0
4860,Oscar Torres,Rockets,2001-2002,9,-53.504227089,-1.37082211637,694.0,37.0
5100,Tracy Murray,Raptors,2001-2002,9,-30.677651278,-0.90204591002,588.0,32.0
5613,Ryan Bowen,Nuggets,2001-2002,9,-18.7061504183,-0.656194109741,515.0,28.0
6152,Michael Curry,Pistons,2001-2002,9,-29.8354555366,-0.884750222399,585.0,31.0
6239,Walter McCarty,Celtics,2001-2002,9,-33.9131321003,-0.968491111358,604.0,33.0
6255,George Lynch,Hornets,2001-2002,9,-41.6809412788,-1.12801412298,650.0,34.0
6295,Terence Morris,Rockets,2001-2002,9,-52.2311185314,-1.34467702107,688.0,36.0
6477,Sam Mitchell,Timberwolves,2001-2002,9,-82.9506601032,-1.9755465075,738.0,39.0
6551,Dan Langhi,Rockets,2001-2002,9,-70.3682942942,-1.7171497265,732.0,38.0
88,Paul Pierce,Celtics,2002-2003,9,124.725409382,2.28937701013,13.0,2.0
245,Antawn Jamison,Warriors,2002-2003,9,77.3460197101,1.3163738434,73.0,3.0
335,Shawn Marion,Suns,2002-2003,9,172.033628435,3.26091858694,1.0,1.0
366,Glenn Robinson,Hawks,2002-2003,9,75.9528866151,1.28776387348,78.0,4.0
715,Rashard Lewis,SuperSonics,2002-2003,9,70.6466785769,1.17879334304,96.0,5.0
1162,Mike Miller,"Magic, Grizzlies",2002-2003,9,60.1544568049,0.963320643185,134.0,7.0
1167,Richard Jefferson,Nets,2002-2003,9,56.4620393547,0.887491598176,153.0,10.0
1423,Desmond Mason,"SuperSonics, Bucks",2002-2003,9,41.5630971673,0.581520625785,221.0,11.0
2011,Clifford Robinson,Pistons,2002-2003,9,59.4591883151,0.949042315689,136.0,8.0
2559,Pat Garrity,Magic,2002-2003,9,66.8108797952,1.10001975842,108.0,6.0
2925,Jumaine Jones,Cavaliers,2002-2003,9,34.3774751306,0.433953655314,252.0,12.0
2968,Shane Battier,Grizzlies,2002-2003,9,56.5353306118,0.888996738402,151.0,9.0
3138,Quentin Richardson,Clippers,2002-2003,9,-12.4438432059,-0.527588722653,480.0,19.0
3262,Eric Williams,Celtics,2002-2003,9,12.5116460508,-0.0150922501957,353.0,14.0
3621,Ruben Patterson,Trail Blazers,2002-2003,9,-16.9211499416,-0.619536585689,506.0,20.0
3906,Ira Newble,Hawks,2002-2003,9,3.24812622865,-0.205331807616,407.0,16.0
4358,Devean George,Lakers,2002-2003,9,10.0933873511,-0.0647546327021,371.0,15.0
4863,Walter McCarty,Celtics,2002-2003,9,14.1390946767,0.0183297224716,350.0,13.0
4906,Greg Buckner,76ers,2002-2003,9,-18.5631972754,-0.653258363591,514.0,21.0
5095,Eddie Robinson,Bulls,2002-2003,9,-28.6283627668,-0.859960855216,580.0,23.0
5215,Walt Williams,Mavericks,2002-2003,9,-2.01627377862,-0.313443750667,428.0,17.0
5425,Austin Croshere,Pacers,2002-2003,9,-32.5239607088,-0.93996250066,598.0,24.0
5743,DeShawn Stevenson,Jazz,2002-2003,9,-53.7926643165,-1.37674558516,697.0,30.0
5856,George Lynch,Hornets,2002-2003,9,-6.18575097144,-0.399069896135,452.0,18.0
5889,Tremaine Fowlkes,Clippers,2002-2003,9,-35.4531166557,-1.00011688492,612.0,25.0
6224,Nikoloz Tskitishvili,Nuggets,2002-2003,9,-48.3098079303,-1.2641473296,678.0,28.0
6236,Chris Jefferies,Raptors,2002-2003,9,-65.661768703,-1.62049452819,722.0,32.0
6315,Terence Morris,Rockets,2002-2003,9,-55.0740351671,-1.40306035839,700.0,31.0
6367,Ryan Bowen,Nuggets,2002-2003,9,-21.6928446322,-0.717530124161,528.0,22.0
6541,Tayshaun Prince,Pistons,2002-2003,9,-53.2525662942,-1.36565390395,691.0,29.0
6650,Kareem Rush,Lakers,2002-2003,9,-66.3636385202,-1.63490842334,725.0,33.0
6713,Kedrick Brown,Celtics,2002-2003,9,-68.1227057919,-1.67103337213,728.0,34.0
6839,Juaquin Hawkins,Rockets,2002-2003,9,-41.4202783356,-1.12266103863,647.0,26.0
6841,Fred Hoiberg,Bulls,2002-2003,9,-44.1684618665,-1.17909889688,656.0,27.0
589,Shawn Marion,Suns,2003-2004,9,124.700974476,2.28887520456,14.0,1.0
621,Jason Richardson,Warriors,2003-2004,9,66.803742576,1.09987318547,109.0,8.0
661,Richard Jefferson,Nets,2003-2004,9,79.6966410034,1.36464719554,67.0,3.0
768,Rashard Lewis,SuperSonics,2003-2004,9,103.443890541,1.85233074658,27.0,2.0
848,Quentin Richardson,Clippers,2003-2004,9,71.5087214729,1.19649662022,92.0,7.0
1058,Matt Harpring,Jazz,2003-2004,9,53.2798839711,0.822141510581,164.0,9.0
1065,Keith Van Horn,"Knicks, Bucks",2003-2004,9,77.1145378409,1.31162003392,75.0,4.0
1337,Tim Thomas,"Bucks, Knicks",2003-2004,9,34.0727011538,0.427694688142,256.0,13.0
1400,Desmond Mason,Bucks,2003-2004,9,9.97823569507,-0.0671194357687,373.0,18.0
1588,James Posey,Grizzlies,2003-2004,9,76.3590488873,1.29610499353,77.0,5.0
2082,Vladimir Radmanovic,SuperSonics,2003-2004,9,74.0942339148,1.24959379624,82.0,6.0
2215,Mike Dunleavy,Warriors,2003-2004,9,48.2409044483,0.718658897851,192.0,11.0
2406,Raja Bell,Jazz,2003-2004,9,5.93367646012,-0.150180213269,399.0,19.0
2495,Darius Miles,"Cavaliers, Trail Blazers",2003-2004,9,-0.133954374833,-0.274787644006,420.0,22.0
2721,Tayshaun Prince,Pistons,2003-2004,9,40.7608810798,0.56504597723,226.0,12.0
2756,Chris Crawford,Hawks,2003-2004,9,1.3234910251,-0.244856929422,415.0,21.0
2834,Eric Williams,"Celtics, Cavaliers",2003-2004,9,-6.45198955702,-0.404537484229,454.0,24.0
2989,Brian Cardinal,Warriors,2003-2004,9,25.3351162481,0.248255952403,295.0,15.0
3189,Hedo Turkoglu,Spurs,2003-2004,9,51.1130703736,0.777642910944,176.0,10.0
3227,Caron Butler,Heat,2003-2004,9,10.3118419715,-0.0602683563089,366.0,17.0
3546,Shane Battier,Grizzlies,2003-2004,9,30.0870386072,0.345843437922,272.0,14.0
4097,Devean George,Lakers,2003-2004,9,20.2005006685,0.1428093172,323.0,16.0
4416,Keith Bogans,Magic,2003-2004,9,-3.31129476607,-0.340038848884,436.0,23.0
4445,Rasual Butler,Heat,2003-2004,9,-27.0456533973,-0.827457666821,562.0,27.0
4459,Eddie Robinson,Bulls,2003-2004,9,-27.3343807281,-0.833387093288,566.0,28.0
4785,Ronald Dupree,Bulls,2003-2004,9,-21.0197290879,-0.703706738915,525.0,26.0
4928,Lamond Murray,Raptors,2003-2004,9,-55.7752150358,-1.41746008447,704.0,35.0
5068,Stacey Augmon,Hornets,2003-2004,9,-37.0835444767,-1.03360003959,618.0,31.0
5492,Austin Croshere,Pacers,2003-2004,9,-27.7882639899,-0.842708231744,569.0,29.0
5512,Trenton Hassell,Timberwolves,2003-2004,9,5.58999230954,-0.157238256211,401.0,20.0
5516,Ron Mercer,Spurs,2003-2004,9,-53.4333478534,-1.36936651044,693.0,33.0
5649,George Lynch,Hornets,2003-2004,9,-12.7273275166,-0.533410476246,488.0,25.0
5841,Matt Barnes,Clippers,2003-2004,9,-56.4987034968,-1.43231794922,708.0,36.0
6024,Linton Johnson,Bulls,2003-2004,9,-28.4391814201,-0.856075747139,576.0,30.0
6134,Devin Brown,Spurs,2003-2004,9,-76.0346853819,-1.83351712825,736.0,38.0
6174,Ira Newble,Cavaliers,2003-2004,9,-51.2725580742,-1.32499161848,683.0,32.0
6588,Greg Buckner,76ers,2003-2004,9,-53.6608020038,-1.37403760498,696.0,34.0
6686,Michael Curry,Raptors,2003-2004,9,-59.4091025182,-1.49208713332,711.0,37.0
373,Carmelo Anthony,Nuggets,2004-2005,9,56.0013246195,0.878030165697,154.0,10.0
404,Rashard Lewis,SuperSonics,2004-2005,9,126.261191883,2.32091648851,10.0,2.0
510,Antawn Jamison,Wizards,2004-2005,9,82.4234538141,1.42064617565,63.0,5.0
570,Antoine Walker,"Hawks, Celtics",2004-2005,9,77.1037878794,1.31139926816,76.0,6.0
799,Al Harrington,Hawks,2004-2005,9,24.9374456061,0.240089220062,299.0,19.0
855,Desmond Mason,Bucks,2004-2005,9,-2.71422595491,-0.327777191483,431.0,27.0
1169,Caron Butler,Lakers,2004-2005,9,39.619631601,0.541608795693,231.0,13.0
1186,Wally Szczerbiak,Timberwolves,2004-2005,9,26.4958244689,0.272092746889,289.0,17.0
1297,Quentin Richardson,Suns,2004-2005,9,135.581951983,2.51233155647,6.0,1.0
1336,Tayshaun Prince,Pistons,2004-2005,9,55.7229284535,0.872312904394,155.0,11.0
1517,Matt Harpring,Jazz,2004-2005,9,25.6085951718,0.253872231142,293.0,18.0
1675,Mike Dunleavy,Warriors,2004-2005,9,62.2848287791,1.00707086225,124.0,8.0
1815,Darius Miles,Trail Blazers,2004-2005,9,30.8232110263,0.360961785794,269.0,15.0
1859,Eddie Jones,Heat,2004-2005,9,103.531061379,1.85412092375,26.0,3.0
1897,Josh Howard,Mavericks,2004-2005,9,51.823998855,0.792242838644,173.0,12.0
2097,Tim Thomas,Knicks,2004-2005,9,6.75882443916,-0.1332346257,393.0,24.0
2181,Vladimir Radmanovic,SuperSonics,2004-2005,9,67.7970781219,1.12027274398,103.0,7.0
2231,Luol Deng,Bulls,2004-2005,9,24.8589928374,0.238478080853,300.0,20.0
2289,Donyell Marshall,Raptors,2004-2005,9,90.8072557281,1.59281947438,50.0,4.0
2379,Keith Van Horn,"Bucks, Mavericks",2004-2005,9,10.2495112638,-0.0615484060602,367.0,22.0
2646,Bonzi Wells,Grizzlies,2004-2005,9,5.04130700504,-0.168506289474,403.0,25.0
2805,Josh Childress,Hawks,2004-2005,9,-0.432104974081,-0.280910590698,423.0,26.0
2876,Shane Battier,Grizzlies,2004-2005,9,60.1423503123,0.963072019138,135.0,9.0
3312,Brian Cardinal,Grizzlies,2004-2005,9,28.3316033848,0.309793078425,281.0,16.0
3366,Austin Croshere,Pacers,2004-2005,9,-12.7015152752,-0.532880385148,487.0,30.0
3715,James Posey,Grizzlies,2004-2005,9,9.00997882926,-0.0870039679072,379.0,23.0
3918,Eric Williams,"Nets, Raptors",2004-2005,9,-24.8740686916,-0.782861085689,549.0,33.0
3989,Jumaine Jones,Lakers,2004-2005,9,37.7090451979,0.50237218599,238.0,14.0
4027,Clifford Robinson,"Warriors, Nets",2004-2005,9,11.0725784117,-0.0446455513193,364.0,21.0
4619,Rasual Butler,Heat,2004-2005,9,-5.34809615969,-0.381867462965,449.0,28.0
4662,Maurice Evans,Kings,2004-2005,9,-38.1267738605,-1.05502423904,627.0,36.0
4919,Lamond Murray,Raptors,2004-2005,9,-14.0142490702,-0.559839241067,496.0,31.0
5798,Pat Garrity,Magic,2004-2005,9,-38.0777200453,-1.05401684916,626.0,35.0
6019,Viktor Khryapa,Trail Blazers,2004-2005,9,-22.1660658153,-0.72724839434,533.0,32.0
6238,Shandon Anderson,"Knicks, Heat",2004-2005,9,-38.8196885787,-1.06925422849,630.0,37.0
6304,George Lynch,Hornets,2004-2005,9,-12.6253330478,-0.531315874737,485.0,29.0
6361,Walter McCarty,"Celtics, Suns",2004-2005,9,-26.3841750214,-0.813873267381,556.0,34.0
6544,Luke Walton,Lakers,2004-2005,9,-59.6245981077,-1.49651264181,712.0,38.0
6688,Kevin Martin,Kings,2004-2005,9,-89.3532245845,-2.10703227713,741.0,39.0
73,Dirk Nowitzki,Mavericks,2005-2006,9,125.758684701,2.31059678869,11.0,1.0
74,Carmelo Anthony,Nuggets,2005-2006,9,65.8647063132,1.08058873998,112.0,7.0
398,Antawn Jamison,Wizards,2005-2006,9,124.260862776,2.27983688473,16.0,2.0
454,Rashard Lewis,SuperSonics,2005-2006,9,97.8084506864,1.73659897244,35.0,5.0
646,Al Harrington,Hawks,2005-2006,9,57.332832513,0.905374574433,147.0,10.0
705,Peja Stojakovic,"Kings, Pacers",2005-2006,9,98.7729777877,1.75640690856,32.0,4.0
758,Corey Maggette,Clippers,2005-2006,9,36.031042487,0.467912013269,245.0,17.0
1149,Josh Howard,Mavericks,2005-2006,9,50.6759720188,0.768666474431,182.0,13.0
1223,Andrei Kirilenko,Jazz,2005-2006,9,121.626293177,2.2257322502,18.0,3.0
1437,Luol Deng,Bulls,2005-2006,9,45.6776675419,0.666019181631,204.0,14.0
1514,Darius Miles,Trail Blazers,2005-2006,9,-2.95922074217,-0.332808507958,434.0,24.0
1595,Mike Miller,Grizzlies,2005-2006,9,62.9572200368,1.02087937324,122.0,8.0
1677,Bobby Simmons,Bucks,2005-2006,9,66.9744170405,1.1033782284,107.0,6.0
1935,Matt Harpring,Jazz,2005-2006,9,29.7538252723,0.339000428075,275.0,20.0
2280,Mike Dunleavy,Warriors,2005-2006,9,31.712319066,0.379220884195,264.0,19.0
2527,Desmond Mason,Hornets,2005-2006,9,-34.22646794,-0.974925908563,605.0,29.0
2623,Jumaine Jones,Bobcats,2005-2006,9,42.2637686451,0.595909911324,220.0,16.0
2794,Shane Battier,Grizzlies,2005-2006,9,61.3182716534,0.98722123669,127.0,9.0
2833,Josh Childress,Hawks,2005-2006,9,33.1428796251,0.408599480328,258.0,18.0
2917,Vladimir Radmanovic,"SuperSonics, Clippers",2005-2006,9,57.2602066529,0.903883099083,148.0,11.0
3156,James Jones,Suns,2005-2006,9,44.2740224815,0.637193333553,210.0,15.0
3182,Donyell Marshall,Cavaliers,2005-2006,9,53.0222740265,0.816851123905,167.0,12.0
3349,Keith Van Horn,Mavericks,2005-2006,9,2.917797269,-0.212115582714,408.0,22.0
3455,Rasual Butler,Hornets,2005-2006,9,7.21793324507,-0.123806173263,390.0,21.0
4004,Ryan Gomes,Celtics,2005-2006,9,-8.29270960365,-0.442339288913,461.0,26.0
4474,Qyntel Woods,Knicks,2005-2006,9,-22.2762108845,-0.729510380023,534.0,28.0
4506,Joey Graham,Raptors,2005-2006,9,-39.1467852361,-1.07597162366,632.0,31.0
4700,Jared Jeffries,Wizards,2005-2006,9,1.79438199621,-0.235186513461,412.0,23.0
4721,Devean George,Lakers,2005-2006,9,-5.00364838957,-0.374793738009,445.0,25.0
5031,Travis Outlaw,Trail Blazers,2005-2006,9,-48.8210105752,-1.27464560313,679.0,35.0
5545,Pat Garrity,Magic,2005-2006,9,-21.1486540636,-0.706354396692,526.0,27.0
6001,Linton Johnson,"Nets, Hornets",2005-2006,9,-44.4072986447,-1.18400374988,659.0,33.0
6442,James Singleton,Clippers,2005-2006,9,-38.7992336353,-1.06883415713,629.0,30.0
6446,Lamond Murray,Nets,2005-2006,9,-47.8325300228,-1.25434574881,677.0,34.0
6694,Brian Scalabrine,Celtics,2005-2006,9,-41.6182085138,-1.12672581641,648.0,32.0
22,Carmelo Anthony,Nuggets,2006-2007,9,87.498017066,1.52485955088,56.0,5.0
126,Paul Pierce,Celtics,2006-2007,9,95.151803258,1.68204093827,42.0,4.0
232,Rashard Lewis,SuperSonics,2006-2007,9,124.625615031,2.28732759116,15.0,1.0
487,Antawn Jamison,Wizards,2006-2007,9,110.066855357,1.98834275061,21.0,2.0
602,Josh Howard,Mavericks,2006-2007,9,95.7864570754,1.69507445724,37.0,3.0
617,Luol Deng,Bulls,2006-2007,9,69.383402723,1.1528501763,99.0,6.0
914,Corey Maggette,Clippers,2006-2007,9,29.8240058898,0.340441686892,274.0,19.0
1279,Wally Szczerbiak,Celtics,2006-2007,9,21.373949877,0.166907765994,315.0,22.0
1429,Tayshaun Prince,Pistons,2006-2007,9,63.8810327433,1.03985118134,118.0,7.0
1530,Danny Granger,Pacers,2006-2007,9,53.1621234107,0.819723129953,166.0,9.0
1592,Desmond Mason,Hornets,2006-2007,9,-25.4156761363,-0.793983765033,553.0,39.0
1697,Hedo Turkoglu,Magic,2006-2007,9,39.2460830182,0.533937444152,232.0,14.0
1745,Marvin Williams,Hawks,2006-2007,9,17.2675365218,0.0825767261431,336.0,24.0
1789,Quentin Richardson,Knicks,2006-2007,9,57.2542042526,0.903759831254,149.0,8.0
1836,Mike Dunleavy,"Warriors, Pacers",2006-2007,9,37.8384712426,0.505030133934,237.0,15.0
2059,Ryan Gomes,Celtics,2006-2007,9,20.716616513,0.153408490271,320.0,23.0
2189,Adam Morrison,Bobcats,2006-2007,9,-3.29769267858,-0.339759510668,435.0,28.0
2253,Matt Harpring,Jazz,2006-2007,9,25.0793249658,0.243002914544,298.0,21.0
2314,Luke Walton,Lakers,2006-2007,9,50.7107128742,0.769379927317,181.0,10.0
2421,Mickael Pietrus,Warriors,2006-2007,9,42.5410804213,0.60160490314,219.0,13.0
